,0
309,17
310,27
311,20
312,21
313,22
314,29
315,33
316,21
317,29
318,12
319,29
320,16
321,27
322,20
323,18
324,41
325,26
326,30
327,18
328,36
329,35
330,20
331,30
332,4
333,16
334,36
335,24
336,9
337,24
338,29
339,15
340,27
341,27
342,18
343,32
344,12
345,15
346,15
347,27
348,33
349,11
350,10
351,20
352,13
353,22
354,17
355,8
356,1
357,11
358,44
359,28
360,10
361,32
362,28
363,24
364,2
365,21
366,18
367,33
368,24
369,33
370,19
371,9
372,5
373,3
374,30
375,31
376,28
377,4
378,36
379,21
380,30
381,15
382,37
383,24
384,19
385,18
386,20
387,22
388,33
389,28
390,4
391,13
392,10
393,13
394,36
395,20
396,20
397,22
398,8
399,21
400,32
401,19
402,3
403,13
404,29
405,16
406,16
407,16
408,30
409,33
410,24
411,23
412,25
413,14
414,10
415,34
416,20
417,18
418,11
419,12
420,29
421,31
422,24
423,22
424,37
425,11
426,5
427,43
428,29
429,26
430,35
431,12
432,32
433,24
434,4
435,25
436,16
437,17
438,25
439,24
440,8
441,19
442,12
443,27
444,36
445,22
446,1
447,17
448,25
449,11
450,34
451,27
452,3
453,14
454,31
455,15
456,13
457,34
458,31
459,18
460,29
461,15
462,24
463,19
464,21
465,9
466,23
467,19
468,27
469,2
470,16
471,11
472,3
473,20
474,10
475,22
476,34
477,20
478,27
479,31
480,14
481,13
482,35
483,29
484,17
485,24
486,30
487,39
488,12
489,13
490,13
491,33
492,22
493,20
494,33
495,27
496,36
497,36
498,26
499,5
500,10
501,39
502,28
503,10
504,49
505,17
506,18
507,21
508,14
509,8
510,27
511,16
512,15
513,34
514,27
515,20
516,33
517,11
518,16
519,32
520,24
521,5
522,20
523,15
524,3
525,10
526,6
527,23
528,33
529,23
530,2
531,45
532,18
533,22
534,21
535,16
536,9
537,2
538,34
539,41
540,5
541,18
542,2
543,6
544,23
545,24
546,18
547,39
548,19
549,13
550,22
551,19
552,33
553,34
554,37
555,23
556,27
557,18
558,20
559,31
560,14
561,26
562,27
563,19
564,11
565,26
566,17
567,25
568,23
569,29
570,38
571,28
572,23
573,20
574,6
575,15
576,22
577,31
578,29
579,35
580,20
581,15
582,44
583,20
584,32
585,32
586,6
587,13
588,23
589,27
590,22
591,16
592,15
593,6
594,32
595,20
596,23
597,3
598,15
599,10
600,43
601,4
602,4
603,22
604,26
605,17
606,8
607,16
608,14
609,32
610,26
611,19
612,26
613,9
614,22
615,33
616,36
617,17
618,3
619,20
620,8
621,23
622,23
623,11
624,12
625,18
626,36
627,25
628,15
629,21
630,22
631,3
632,42
633,18
634,27
635,18
636,7
637,14
638,18
639,30
640,35
641,21
642,27
643,15
644,18
645,22
646,17
647,30
648,4
649,18
650,4
651,34
652,13
653,16
654,26
655,2
656,24
657,30
658,15
659,9
660,21
661,26
662,14
663,19
664,18
665,36
666,3
667,19
668,15
669,25
670,8
671,19
672,15
673,11
674,12
675,24
676,23
677,19
678,21
679,35
680,42
681,24
682,21
683,26
684,23
685,14
686,22
687,27
688,6
689,3
690,2
691,24
692,23
693,16
694,25
695,6
696,44
697,16
698,4
699,7
700,20
701,12
702,28
703,35
704,14
705,21
706,35
707,28
708,21
709,22
710,22
711,25
712,13
713,25
714,29
715,29
716,17
717,26
718,21
719,39
720,31
721,3
722,8
723,23
724,8
725,20
726,16
727,29
728,25
729,17
730,9
731,34
732,23
733,25
734,27
735,10
736,28
737,19
738,16
739,41
740,27
741,20
742,14
743,23
744,15
745,4
746,38
747,16
748,18
749,11
750,9
751,23
752,29
753,12
754,25
755,22
756,25
757,19
758,15
759,36
760,24
761,30
762,20
763,9
764,25
765,17
766,31
767,25
768,22
769,32
770,28
771,19
772,24
773,6
774,45
775,24
776,18
777,19
778,29
779,35
780,14
781,30
782,22
783,24
784,21
785,15
786,6
787,27
788,2
789,25
790,32
791,29
792,26
793,26
794,36
795,34
796,14
797,19
798,46
799,22
800,18
801,15
802,27
803,21
804,33
805,18
806,36
807,24
808,19
809,13
810,12
811,25
812,32
813,18
814,44
815,17
816,16
817,7
818,21
819,11
820,20
821,33
822,17
823,24
824,9
825,45
826,23
827,28
828,27
829,1
830,33
831,36
832,27
833,26
834,13
835,7
836,32
837,21
838,11
839,5
840,15
841,30
842,26
843,17
844,4
845,16
846,8
847,32
848,3
849,4
850,29
851,36
852,15
853,20
854,6
855,3
856,33
857,24
858,19
859,17
860,29
861,23
862,18
863,17
864,17
865,5
866,4
867,19
868,45
869,19
870,16
871,39
872,34
873,29
874,24
875,24
876,21
877,25
878,20
879,24
880,3
881,15
882,16
883,25
884,35
885,29
886,5
887,23
888,38
889,34
890,15
891,21
892,29
893,12
894,37
895,14
896,28
897,22
898,8
899,29
900,20
901,15
902,9
903,30
904,19
905,26
906,33
907,4
908,15
909,3
910,32
911,20
912,29
913,37
914,2
915,40
916,22
917,31
918,20
919,22
920,16
921,17
922,18
923,15
924,18
925,29
926,39
927,19
928,19
929,32
930,17
931,23
932,25
933,9
934,21
935,28
936,8
937,15
938,2
939,30
940,21
941,10
942,25
943,31
944,36
945,24
946,24
947,27
948,27
949,25
950,26
951,21
952,23
953,32
954,23
955,18
956,23
957,12
958,28
959,28
960,12
961,33
962,19
963,15
964,33
965,21
966,24
967,33
968,24
969,26
970,18
971,3
972,15
973,17
974,23
975,12
976,42
977,35
978,14
979,14
980,36
981,29
982,27
983,41
984,23
985,21
986,4
987,32
988,3
989,4
990,25
991,18
992,5
993,15
994,27
995,30
996,36
997,41
998,24
999,27
1000,21
1001,6
1002,23
1003,31
1004,27
1005,15
1006,28
1007,6
1008,27
1009,35
1010,19
1011,27
1012,36
1013,20
1014,25
1015,32
1016,24
1017,12
1018,22
1019,35
1020,17
1021,29
1022,17
1023,37
1024,29
1025,38
1026,23
1027,11
1028,27
1029,23
1030,39
1031,16
1032,15
1033,25
1034,8
1035,34
1036,25
1037,12
1038,4
1039,18
1040,29
1041,22
1042,28
1043,31
1044,33
1045,43
1046,25
1047,31
1048,13
1049,23
1050,28
1051,22
1052,21
1053,18
1054,37
1055,21
1056,8
1057,17
1058,25
1059,27
1060,31
1061,29
1062,13
1063,5
1064,34
1065,32
1066,4
1067,11
1068,14
1069,22
1070,20
1071,25
1072,20
1073,27
1074,13
1075,41
1076,11
1077,22
1078,19
1079,30
1080,22
1081,15
1082,16
1083,25
1084,29
1085,30
1086,26
1087,12
1088,37
1089,35
1090,17
1091,24
1092,18
1093,4
1094,23
1095,32
1096,20
1097,13
1098,9
1099,17
1100,5
1101,36
1102,26
1103,24
1104,5
1105,38
1106,26
1107,17
1108,26
1109,14
1110,26
1111,30
1112,28
1113,15
1114,14
1115,7
1116,20
1117,39
1118,3
1119,26
1120,12
1121,20
1122,22
1123,3
1124,17
1125,26
1126,22
1127,8
1128,21
1129,32
1130,11
1131,36
1132,19
1133,27
1134,25
1135,12
1136,22
1137,12
1138,26
1139,28
1140,33
1141,26
1142,2
1143,27
1144,17
1145,29
1146,23
1147,34
1148,21
1149,30
1150,11
1151,25
1152,32
1153,12
1154,33
1155,27
1156,25
1157,17
1158,21
1159,37
1160,24
1161,16
1162,30
1163,31
1164,14
1165,24
1166,27
1167,6
1168,20
1169,26
1170,22
1171,37
1172,28
1173,11
1174,14
1175,22
1176,31
1177,25
1178,8
1179,10
1180,26
1181,25
1182,24
1183,26
1184,26
1185,15
1186,34
1187,27
1188,16
1189,38
1190,27
1191,35
1192,25
1193,24
1194,8
1195,27
1196,23
1197,26
1198,26
1199,34
1200,26
1201,18
1202,35
1203,25
1204,11
1205,25
1206,27
1207,26
1208,23
1209,23
1210,46
1211,20
1212,18
1213,6
1214,32
1215,18
1216,36
1217,26
1218,14
1219,4
1220,5
1221,26
1222,26
1223,14
1224,11
1225,32
1226,31
1227,8
1228,24
1229,39
1230,28
1231,20
1232,39
1233,25
1234,30
1235,29
1236,26
1237,23
1238,15
1239,25
1240,25
1241,26
1242,11
1243,23
1244,52
1245,50
1246,33
1247,45
1248,1
1249,24
1250,37
1251,31
1252,35
1253,32
1254,27
1255,20
1256,23
1257,25
1258,19
1259,23
1260,29
1261,17
1262,26
1263,20
1264,27
1265,15
1266,28
1267,28
1268,24
1269,14
1270,24
1271,20
1272,20
1273,13
1274,22
1275,11
1276,18
1277,32
1278,25
1279,27
1280,28
1281,13
1282,23
1283,26
1284,16
1285,32
1286,24
1287,23
1288,16
1289,34
1290,6
1291,13
1292,22
1293,16
1294,32
1295,33
1296,15
1297,28
1298,17
1299,36
1300,36
1301,23
1302,23
1303,22
1304,21
1305,12
1306,21
1307,31
1308,20
1309,35
1310,34
1311,22
1312,21
1313,23
1314,22
1315,39
1316,36
1317,21
1318,12
1319,21
1320,49
1321,36
1322,30
1323,29
1324,21
1325,28
1326,38
1327,25
1328,29
1329,12
1330,10
1331,46
1332,14
1333,28
1334,10
1335,24
1336,33
1337,14
1338,24
1339,25
1340,26
1341,10
1342,12
1343,17
1344,27
1345,26
1346,37
1347,19
1348,24
1349,15
1350,18
1351,25
1352,34
1353,4
1354,32
1355,24
1356,32
1357,28
1358,35
1359,21
1360,19
1361,18
1362,4
1363,10
1364,28
1365,22
1366,34
1367,20
1368,19
1369,24
1370,30
1371,11
1372,21
1373,36
1374,19
1375,31
1376,15
1377,23
1378,24
1379,27
1380,25
1381,24
1382,18
1383,32
1384,37
1385,18
1386,25
1387,26
1388,29
1389,23
1390,4
1391,3
1392,11
1393,37
1394,22
1395,25
1396,31
1397,21
1398,30
1399,34
1400,19
1401,19
1402,29
1403,29
1404,19
1405,13
1406,34
1407,27
1408,32
1409,17
1410,40
1411,11
1412,37
1413,38
1414,18
1415,18
1416,12
1417,48
1418,24
1419,29
1420,17
1421,9
1422,29
1423,11
1424,13
1425,16
1426,8
1427,18
1428,15
1429,31
1430,26
1431,23
1432,12
1433,19
1434,27
1435,32
1436,16
1437,8
1438,31
1439,22
1440,22
1441,22
1442,23
1443,19
1444,26
1445,21
1446,30
1447,35
1448,32
1449,35
1450,25
1451,39
1452,13
1453,21
1454,21
1455,24
1456,13
1457,11
1458,16
1459,27
1460,26
1461,20
1462,23
1463,30
1464,32
1465,23
1466,26
1467,12
1468,8
1469,4
1470,17
1471,23
1472,5
1473,24
1474,13
1475,20
1476,13
1477,10
1478,8
1479,22
1480,12
1481,27
1482,20
1483,14
1484,32
1485,9
1486,34
1487,8
1488,24
1489,23
1490,8
1491,8
1492,18
1493,14
1494,22
1495,20
1496,29
1497,43
1498,25
1499,19
1500,24
1501,16
1502,14
1503,17
1504,10
1505,20
1506,12
1507,23
1508,5
1509,16
1510,37
1511,16
1512,28
1513,36
1514,10
1515,30
1516,19
1517,34
1518,1
1519,12
1520,16
1521,28
1522,21
1523,6
1524,17
1525,23
1526,25
1527,18
1528,5
1529,29
1530,6
1531,4
1532,13
1533,33
1534,16
1535,4
1536,25
1537,26
1538,20
1539,23
1540,12
1541,31
1542,19
1543,13
1544,9
1545,24
1546,40
1547,12
1548,20
1549,20
1550,2
1551,23
1552,23
1553,4
1554,12
1555,33
1556,28
1557,6
1558,11
1559,24
1560,30
1561,17
1562,23
1563,11
1564,7
1565,21
1566,10
1567,24
1568,30
1569,37
1570,27
1571,31
1572,15
1573,7
1574,13
1575,15
1576,27
1577,34
1578,13
1579,20
1580,39
1581,13
1582,26
1583,30
1584,27
1585,34
1586,26
1587,5
1588,26
1589,20
1590,23
1591,31
1592,34
1593,35
1594,23
1595,19
1596,13
1597,28
1598,21
1599,18
1600,10
1601,17
1602,33
1603,15
1604,18
1605,41
1606,22
1607,24
1608,16
1609,27
1610,15
1611,28
1612,20
1613,13
1614,18
1615,13
1616,19
1617,36
1618,24
1619,27
1620,17
1621,33
1622,18
1623,35
1624,31
1625,26
1626,21
1627,34
1628,14
1629,16
1630,18
1631,14
1632,19
1633,17
1634,23
1635,21
1636,20
1637,17
1638,39
1639,21
1640,35
1641,27
1642,17
1643,30
1644,21
1645,18
1646,37
1647,16
1648,18
1649,30
1650,19
1651,18
1652,12
1653,24
1654,20
1655,29
1656,30
1657,15
1658,23
1659,32
1660,37
1661,32
1662,19
1663,33
1664,40
1665,29
1666,3
1667,13
1668,8
1669,32
1670,31
1671,16
1672,51
1673,14
1674,36
1675,5
1676,13
1677,26
1678,18
1679,20
1680,23
1681,6
1682,40
1683,23
1684,22
1685,19
1686,22
1687,27
1688,21
1689,34
1690,31
1691,17
1692,27
1693,22
1694,22
1695,30
1696,17
1697,16
1698,26
1699,23
1700,30
1701,14
1702,16
1703,6
1704,39
1705,23
1706,13
1707,25
1708,27
1709,13
1710,31
1711,7
1712,30
1713,19
1714,22
1715,22
1716,17
1717,36
1718,29
1719,27
1720,30
1721,21
1722,4
1723,23
1724,19
1725,26
1726,28
1727,20
1728,16
1729,22
1730,17
1731,3
1732,28
1733,11
1734,33
1735,30
1736,25
1737,11
1738,33
1739,31
1740,24
1741,23
1742,23
1743,19
1744,6
1745,22
1746,20
1747,26
1748,10
1749,42
1750,28
1751,28
1752,10
1753,38
1754,23
1755,45
1756,21
1757,17
1758,33
1759,24
1760,6
1761,30
1762,25
1763,12
1764,20
1765,22
1766,26
1767,33
1768,18
1769,23
1770,18
1771,19
1772,30
1773,4
1774,31
1775,27
1776,24
1777,23
1778,21
1779,18
1780,18
1781,1
1782,18
