	char_count	word_count	sentence_count	avg_sentence_len	spelling_errors	long_word	exc_count	que_count	comma_count	stopwords_num	sat_num	unigram	bigrams	trigrams	noun_count	adj_count	adv_count	verb_count	fw_count	neg_sentiment	neu_sentiment	pos_sentiment	syllable_count	flesch_reading_ease	smog_index	flesch_kincaid_grade	coleman_liau_index	automated_readability_index	dale_chall_readability_score	difficult_words	linsear_write_formula	gunning_fog
16	1804.0	385.0	18.0	21.38888888888889	26	44	0	1	18	177	3	152	298	349	69	15	28	69	69	1.0519999999999998	14.758	2.1900000000000004	448	77.98	11.2	7.0	7.31	8.6	5.74	25	8.666666666666666	8.63
17	1959.0	420.0	15.0	28.0	15	47	0	1	26	189	1	178	352	395	75	22	41	79	79	0.371	12.723999999999998	1.905	485	72.09	11.5	9.3	7.43	11.3	5.93	25	15.5	10.74
18	362.0	72.0	7.0	10.285714285714286	24	11	0	0	0	21	0	54	68	70	22	7	1	15	15	0.0	6.805	0.195	86	87.31	8.0	3.4	6.52	4.5	6.97	12	4.428571428571429	6.79
19	868.0	181.0	11.0	16.454545454545453	8	28	2	0	3	61	2	101	157	169	53	17	6	27	27	0.624	8.155	2.22	223	73.98	10.2	6.5	7.71	7.2	6.67	23	5.666666666666667	7.47
20	2049.0	405.0	20.0	20.25	12	74	0	1	14	171	3	195	358	389	87	25	35	76	76	1.353	16.424999999999997	2.2219999999999995	522	68.81	11.8	8.5	8.7	9.8	6.53	45	13.2	10.01
21	317.0	59.0	2.0	29.5	2	7	0	0	0	25	0	40	53	54	21	2	0	8	8	0.0	1.6389999999999998	0.361	78	59.98	0.0	11.8	9.87	14.6	7.0	7	16.5	12.63
22	2878.0	593.0	30.0	19.766666666666666	34	98	0	2	11	243	14	237	522	576	141	37	22	100	100	1.2759999999999998	26.059	2.665	712	70.13	10.2	8.0	7.89	8.9	6.41	62	12.2	8.97
23	3216.0	673.0	39.0	17.256410256410255	38	110	10	1	42	233	10	266	561	644	150	57	34	108	108	1.082	31.96	5.957999999999999	807	71.75	10.5	7.3	8.7	9.2	6.4	69	8.857142857142858	8.13
24	1673.0	325.0	16.0	20.3125	14	64	0	0	10	135	10	135	258	294	79	20	11	62	62	0.176	13.503999999999998	2.3200000000000003	420	69.82	11.5	8.1	9.4	9.9	6.32	33	9.0	9.37
25	2004.0	429.0	22.0	19.5	24	66	8	2	23	167	2	180	347	390	107	26	13	79	79	0.836	17.71	3.455	491	66.88	11.1	9.2	8.12	10.7	6.4	39	10.166666666666666	9.81
26	650.0	142.0	7.0	20.285714285714285	13	17	0	0	6	58	1	74	122	134	38	11	6	23	23	0.41000000000000003	5.655	0.9349999999999999	158	76.56	10.1	7.6	7.43	9.4	6.08	11	11.2	10.0
27	2046.0	407.0	28.0	14.535714285714286	28	71	2	0	16	145	2	197	364	392	93	30	24	77	77	0.318	23.57	4.112000000000001	489	74.39	9.8	6.3	8.52	7.6	5.94	37	7.0	7.63
28	2062.0	432.0	23.0	18.782608695652176	24	62	2	1	22	187	4	176	358	405	90	32	22	74	74	0.056	19.064000000000004	3.8800000000000003	519	71.24	10.0	7.5	7.89	8.5	6.13	39	10.5	8.27
29	1421.0	285.0	15.0	19.0	20	46	0	0	6	115	3	126	250	272	60	19	15	70	70	1.077	10.779999999999998	3.143	364	69.72	11.4	8.1	8.36	9.1	6.09	25	10.5	9.23
30	2603.0	574.0	34.0	16.88235294117647	35	83	3	4	30	199	7	247	501	554	123	43	39	96	96	0.247	25.909000000000006	7.844000000000001	660	71.85	10.6	7.3	7.36	8.0	6.55	63	15.25	9.23
31	2768.0	588.0	36.0	16.333333333333332	28	89	3	4	26	211	8	241	504	564	145	38	34	105	105	2.013	31.029000000000003	2.9559999999999995	708	73.27	10.4	6.7	7.82	7.8	5.98	50	8.571428571428571	7.91
32	917.0	191.0	12.0	15.916666666666666	5	26	0	0	7	68	5	107	181	187	54	17	8	29	29	0.0	9.345	2.655	235	74.29	10.1	6.4	7.36	6.7	6.5	23	6.0	7.96
33	1878.0	416.0	26.0	16.0	36	58	1	0	15	167	4	177	356	398	101	24	23	73	73	1.6900000000000002	19.799999999999997	4.5120000000000005	453	81.53	8.3	5.6	5.56	5.8	5.91	35	11.2	7.03
34	2283.0	473.0	33.0	14.333333333333334	18	65	1	3	22	182	23	184	356	390	93	35	21	88	88	1.0310000000000001	25.815	6.154	582	75.71	9.9	5.8	7.18	6.2	5.48	32	7.375	6.55
35	3015.0	637.0	24.0	26.541666666666668	26	85	4	4	35	274	14	256	530	587	151	52	32	101	101	2.6899999999999995	19.643	1.6660000000000001	767	65.46	11.3	9.7	8.48	11.3	6.71	67	7.571428571428571	11.25
36	2654.0	554.0	31.0	17.870967741935484	45	83	2	2	25	204	5	250	495	539	117	45	26	108	108	1.801	25.323	3.8770000000000007	647	80.31	9.4	6.1	7.36	7.6	6.03	49	10.5	8.16
37	1868.0	379.0	17.0	22.294117647058822	14	67	0	0	7	174	5	171	328	361	78	23	17	72	72	0.8679999999999999	13.807	2.3230000000000004	497	67.38	11.8	9.0	7.25	9.2	6.68	45	16.0	10.55
38	2387.0	480.0	22.0	21.818181818181817	25	67	1	0	7	195	8	214	422	455	124	31	27	78	78	0.841	16.401000000000003	4.759	611	64.64	11.6	10.1	7.9	10.9	6.36	44	22.666666666666668	11.34
39	1022.0	215.0	15.0	14.333333333333334	11	34	0	0	3	83	10	118	195	206	56	13	0	39	39	0.331	11.982	2.687	273	75.5	10.8	5.9	6.42	5.5	6.18	23	8.142857142857142	7.82
40	220.0	44.0	3.0	14.666666666666666	0	7	0	0	0	18	0	32	41	41	12	2	1	8	8	0.128	2.572	0.3	56	74.49	10.5	6.3	7.18	6.1	1.45	2	7.5	6.46
41	1482.0	304.0	14.0	21.714285714285715	21	37	0	0	0	144	1	139	250	279	65	19	22	53	53	1.593	10.956000000000001	1.452	370	74.83	9.5	8.2	6.96	9.5	5.94	22	11.6	9.39
42	776.0	155.0	8.0	19.375	8	29	0	0	2	68	6	90	145	151	38	6	6	29	29	0.0	6.87	1.13	199	70.63	10.7	7.8	8.18	8.8	6.42	17	8.5	9.29
43	1636.0	358.0	28.0	12.785714285714286	22	39	0	0	5	130	4	124	235	287	106	22	18	59	59	3.1460000000000004	23.637	1.2189999999999999	400	83.66	9.0	4.8	5.55	5.0	1.35	14	5.555555555555555	5.71
44	1710.0	371.0	20.0	18.55	16	44	0	3	14	154	3	162	310	347	98	22	25	51	51	1.855	16.506	1.6389999999999998	419	78.69	10.4	6.7	6.55	7.8	5.9	28	8.285714285714286	8.53
45	1630.0	325.0	11.0	29.545454545454547	28	53	0	0	6	144	0	112	222	259	66	20	7	74	74	0.0	8.631	2.3689999999999998	413	60.89	11.7	11.5	8.36	13.2	6.25	24	19.333333333333332	12.18
46	1643.0	341.0	18.0	18.944444444444443	19	51	2	0	6	142	1	174	314	334	87	18	22	52	52	0.46	14.261	3.2790000000000004	410	78.08	10.2	7.0	6.73	7.8	5.96	28	6.5	8.8
47	2852.0	626.0	33.0	18.96969696969697	27	64	0	5	22	286	2	237	496	570	128	35	45	99	99	0.8199999999999998	29.282999999999998	2.8960000000000004	696	79.09	9.5	6.6	6.15	7.3	5.52	35	7.2857142857142865	7.81
48	1803.0	350.0	27.0	12.962962962962964	14	61	0	2	6	145	5	153	297	328	78	24	21	55	55	0.148	22.398	4.454	450	76.52	10.3	5.5	8.27	6.7	5.42	24	6.0	6.84
49	472.0	87.0	4.0	21.75	7	18	0	0	1	34	1	64	83	84	22	8	8	12	12	0.096	3.492	0.412	114	46.27	0.0	17.1	10.58	21.5	7.6	10	23.75	18.53
50	2791.0	602.0	13.0	46.30769230769231	19	57	0	0	5	316	2	210	486	572	93	31	43	128	128	0.093	10.615	2.2920000000000003	683	57.0	9.7	17.1	5.82	20.7	3.11	27	13.25	19.46
51	1323.0	263.0	15.0	17.533333333333335	16	43	0	0	3	101	2	144	243	256	67	18	13	49	49	0.131	11.501000000000001	3.3680000000000003	334	72.05	10.5	7.2	7.94	7.8	6.34	29	10.833333333333334	8.1
52	2214.0	487.0	27.0	18.037037037037038	28	60	0	0	21	226	4	198	434	478	93	12	35	95	95	0.77	23.811999999999994	2.417	537	79.6	9.1	6.4	6.09	6.9	5.75	34	8.833333333333334	7.84
53	2300.0	486.0	30.0	16.2	42	81	2	1	26	176	6	228	437	470	118	24	34	84	84	1.6919999999999997	24.791	3.5170000000000003	575	74.39	9.6	6.3	7.42	6.9	6.34	53	7.7142857142857135	7.64
54	1363.0	260.0	11.0	23.636363636363637	10	52	3	0	7	120	2	118	214	242	55	15	25	40	40	0.0	8.877999999999998	2.1220000000000003	330	66.57	12.1	9.3	9.69	11.8	6.1	21	9.0	10.46
55	2877.0	505.0	22.0	22.954545454545453	14	143	0	0	11	215	14	250	465	501	132	34	24	90	90	0.903	19.219000000000005	1.8770000000000002	775	40.38	15.2	13.2	12.36	13.9	8.08	99	12.166666666666666	13.35
56	1723.0	333.0	23.0	14.478260869565217	19	79	0	1	11	127	5	163	294	322	86	31	11	62	62	4.18	16.664	2.154	431	67.04	10.3	7.1	9.56	8.1	7.09	52	6.111111111111111	7.83
57	1078.0	228.0	14.0	16.285714285714285	13	36	0	0	7	96	2	119	210	223	45	11	14	42	42	0.837	11.778999999999998	1.3840000000000001	278	74.08	10.8	6.4	7.18	6.7	6.26	24	10.5	8.28
58	2471.0	491.0	22.0	22.318181818181817	19	83	1	0	8	194	6	207	417	467	115	38	21	89	89	0.924	17.237	3.8390000000000004	619	67.99	10.9	8.8	8.7	10.2	6.49	52	10.333333333333334	9.67
59	411.0	80.0	6.0	13.333333333333334	3	16	0	0	5	26	3	52	77	78	22	8	1	13	13	0.0	4.366	1.6340000000000001	111	60.01	11.9	7.7	9.78	8.1	6.75	11	7.0	9.81
60	1681.0	337.0	23.0	14.652173913043478	22	62	0	1	9	137	9	157	280	314	72	24	20	70	70	1.4849999999999999	19.762999999999998	1.752	419	75.1	10.1	6.0	7.76	6.7	6.02	33	6.0	7.1
61	1500.0	313.0	14.0	22.357142857142858	20	41	0	0	7	118	1	135	240	267	72	23	7	75	75	0.443	10.988000000000001	2.5690000000000004	360	72.9	10.5	9.0	7.38	10.6	5.76	17	11.6	9.86
62	1594.0	326.0	17.0	19.176470588235293	8	47	0	0	11	150	5	127	247	288	65	21	11	58	58	0.256	14.748	1.9960000000000002	394	68.81	10.8	8.5	8.12	9.4	5.57	18	12.0	8.96
63	1115.0	234.0	6.0	39.0	14	32	0	0	0	102	2	102	191	213	55	9	13	43	43	0.0	5.308999999999999	0.6910000000000001	270	68.57	12.2	12.7	6.86	16.2	6.23	11	19.333333333333332	15.4
64	2314.0	472.0	24.0	19.666666666666668	31	77	0	0	15	212	3	190	389	439	90	26	35	89	89	1.516	20.118999999999996	2.3649999999999998	554	79.3	10.1	6.5	8.18	8.8	5.91	37	6.75	8.66
65	2114.0	415.0	25.0	16.6	20	77	0	3	17	166	5	198	375	403	80	23	31	81	81	0.8119999999999999	21.728000000000005	2.4599999999999995	539	63.59	10.8	8.4	8.99	8.8	6.65	52	6.625	8.81
66	1628.0	329.0	20.0	16.45	12	56	0	2	13	123	1	139	246	275	85	19	20	56	56	0.0	15.848000000000003	4.152	409	73.47	11.3	6.7	7.88	7.4	5.61	23	8.285714285714286	7.38
67	2219.0	458.0	33.0	13.878787878787879	27	76	0	1	20	176	4	218	417	447	103	24	32	88	88	1.5250000000000001	27.944000000000003	3.5299999999999994	549	76.42	9.5	5.5	7.99	6.6	6.04	45	7.428571428571429	6.46
68	1256.0	281.0	18.0	15.61111111111111	10	31	0	0	15	118	2	140	248	271	57	14	15	53	53	0.163	16.267	1.57	314	80.51	8.8	6.0	5.91	6.5	5.75	20	7.142857142857142	7.93
69	2534.0	510.0	28.0	18.214285714285715	21	106	0	3	24	188	16	226	461	499	144	39	25	71	71	0.702	24.433000000000003	2.865	657	53.61	12.2	10.2	10.26	11.0	7.39	77	10.833333333333334	10.36
70	2401.0	488.0	21.0	23.238095238095237	19	65	0	1	10	215	2	191	398	457	130	12	20	87	87	0.065	18.502000000000002	2.432	592	73.21	10.9	8.8	8.01	11.0	6.0	34	7.571428571428571	10.31
71	3221.0	611.0	25.0	24.44	31	150	0	0	41	227	15	245	514	584	138	50	32	120	120	0.306	20.301999999999996	4.393	829	46.0	14.6	13.1	11.73	15.2	7.49	87	13.6	13.3
72	2163.0	468.0	21.0	22.285714285714285	27	66	0	0	9	186	6	189	377	432	122	37	33	71	71	1.5090000000000001	18.111	1.3800000000000001	543	49.22	14.0	16.0	8.77	19.6	7.6	50	29.5	17.2
73	1659.0	360.0	29.0	12.413793103448276	26	39	2	3	29	111	3	148	290	330	76	17	30	70	70	0.693	22.853999999999996	5.453	387	85.69	8.3	4.0	6.88	5.7	5.14	18	6.125	5.61
74	2050.0	391.0	21.0	18.61904761904762	13	78	0	0	21	137	13	187	340	377	96	43	15	70	70	0.6759999999999999	17.144	3.18	532	63.09	12.1	8.6	10.09	9.9	6.77	51	11.166666666666666	9.86
75	1795.0	374.0	19.0	19.68421052631579	22	65	0	3	27	125	1	152	287	341	107	29	23	62	62	0.8850000000000001	16.097	2.0180000000000002	464	51.28	12.3	11.1	10.27	12.2	6.43	34	20.666666666666668	9.84
76	3016.0	614.0	47.0	13.063829787234043	48	101	0	2	18	208	6	239	506	573	153	42	36	121	121	1.33	37.278	8.393	741	75.5	10.1	5.9	8.51	7.4	6.08	60	5.5	6.92
77	2372.0	520.0	33.0	15.757575757575758	43	76	13	0	11	162	6	175	384	461	143	27	33	79	79	1.4449999999999998	26.058	4.496	580	72.56	10.3	7.0	8.0	8.3	5.73	35	7.571428571428571	7.38
78	2021.0	425.0	18.0	23.61111111111111	8	61	0	0	15	203	7	166	345	397	107	24	17	69	69	0.716	15.785000000000002	1.4989999999999999	503	75.34	11.1	8.0	7.02	9.5	5.89	29	9.0	9.74
79	2340.0	470.0	21.0	22.38095238095238	41	89	1	0	21	168	6	217	411	456	130	44	32	87	87	0.5650000000000001	17.983999999999998	2.4499999999999997	582	66.57	11.1	9.3	9.28	11.6	7.02	60	10.666666666666666	10.56
80	1924.0	411.0	16.0	25.6875	20	58	0	0	23	180	6	156	302	355	85	33	11	77	77	0.52	13.434000000000003	2.0469999999999997	492	63.83	11.6	10.4	7.2	10.9	6.14	30	16.0	11.0
81	1657.0	319.0	23.0	13.869565217391305	20	77	0	1	9	115	11	146	271	297	79	17	14	53	53	0.354	18.819	3.8260000000000005	429	66.33	11.1	7.3	9.74	8.3	6.16	33	6.111111111111111	7.64
82	1084.0	220.0	9.0	24.444444444444443	12	34	0	0	1	116	1	118	200	215	40	15	12	49	49	0.197	7.6659999999999995	1.1349999999999998	278	73.41	11.2	8.8	7.14	10.0	6.22	19	11.6	11.16
83	1002.0	221.0	11.0	20.09090909090909	10	17	0	0	0	105	0	87	168	198	44	11	8	38	38	0.201	8.625	2.173	250	84.81	9.1	6.4	5.17	7.4	5.5	11	18.0	8.48
84	3012.0	606.0	31.0	19.548387096774192	41	101	0	3	14	269	8	219	487	561	111	46	37	116	116	3.718	24.526999999999997	2.755	759	70.63	11.5	7.8	8.12	8.8	5.78	44	10.142857142857142	8.33
85	2513.0	465.0	28.0	16.607142857142858	31	102	0	1	8	160	13	213	398	455	149	49	19	69	69	0.663	22.744999999999994	4.592	661	55.13	12.4	9.6	10.79	10.2	6.66	59	12.0	8.92
86	2353.0	519.0	39.0	13.307692307692308	34	66	3	2	28	179	8	229	449	503	107	42	37	82	82	1.784	34.312999999999995	2.903	586	73.37	9.6	6.7	7.82	8.1	6.47	55	5.5	7.85
87	2236.0	477.0	19.0	25.105263157894736	18	58	5	1	8	248	7	195	415	456	82	26	41	97	97	0.363	16.432000000000006	2.205	569	73.31	10.1	8.8	6.16	9.3	5.9	31	11.2	10.28
88	1266.0	267.0	29.0	9.206896551724139	18	44	0	0	6	101	2	101	167	208	62	9	7	48	48	0.498	24.346	4.156	306	88.74	8.4	2.9	5.35	3.6	4.85	12	3.9230769230769234	4.06
89	1239.0	264.0	9.0	29.333333333333332	5	42	0	0	12	115	4	121	239	258	67	17	10	45	45	0.073	7.6209999999999996	1.306	321	62.61	12.7	10.8	7.72	12.1	6.9	29	10.333333333333334	12.08
90	1279.0	256.0	15.0	17.066666666666666	17	41	0	0	4	100	0	116	213	240	67	13	19	42	42	0.106	12.107	2.787	317	72.66	9.9	7.0	8.0	7.6	6.45	30	9.0	7.92
91	3508.0	795.0	51.0	15.588235294117647	43	102	1	4	41	291	29	288	616	725	189	47	26	135	135	1.3910000000000002	41.695999999999984	7.913999999999999	898	73.68	10.2	6.6	6.37	6.5	5.98	67	8.0	7.46
92	3220.0	609.0	22.0	27.681818181818183	38	144	0	0	23	233	10	288	530	587	174	45	29	86	86	0.22899999999999998	19.038	2.7339999999999995	829	55.17	13.8	11.6	11.09	14.3	7.85	102	13.6	13.41
93	1684.0	361.0	25.0	14.44	19	44	1	2	11	147	4	154	303	336	76	19	18	70	70	2.3890000000000002	20.503000000000004	2.1079999999999997	419	83.66	9.5	4.8	6.37	5.7	5.24	19	7.7142857142857135	6.09
94	2473.0	546.0	36.0	15.166666666666666	23	70	6	3	13	197	7	235	475	525	110	35	36	98	98	0.992	28.66	6.348	617	79.5	9.4	6.4	6.67	7.6	6.13	48	6.857142857142857	7.79
95	1278.0	262.0	15.0	17.466666666666665	12	50	0	0	10	90	3	140	238	253	72	17	12	41	41	0.0	12.809	2.191	322	72.87	10.8	6.9	7.76	7.7	6.73	34	8.0	9.25
96	1680.0	339.0	21.0	16.142857142857142	26	61	0	0	9	123	2	181	308	332	94	22	17	61	61	1.116	17.751	2.133	423	74.19	10.4	6.4	8.58	7.8	6.59	42	8.142857142857142	7.91
97	2362.0	484.0	34.0	14.235294117647058	29	78	0	0	25	171	10	230	442	474	125	30	34	90	90	3.0370000000000004	26.761000000000003	4.2010000000000005	578	75.71	8.8	5.8	8.34	7.2	6.83	67	6.125	7.34
98	1919.0	423.0	20.0	21.15	29	57	0	2	14	161	3	209	379	411	118	24	16	79	79	0.42200000000000004	17.886000000000003	1.6920000000000002	448	73.41	9.6	8.8	8.01	11.5	6.69	42	10.8	10.62
99	1186.0	271.0	17.0	15.941176470588236	13	33	4	4	4	89	1	128	216	244	70	28	4	51	51	1.264	13.274000000000001	2.462	294	78.59	8.8	6.8	5.1	6.7	5.68	17	7.0	7.88
100	2631.0	544.0	40.0	13.6	33	83	0	6	18	192	12	242	493	533	130	30	35	99	99	3.4650000000000003	31.540000000000003	4.991999999999999	659	75.3	9.8	6.0	7.82	6.9	6.07	53	7.0	7.13
101	1784.0	362.0	26.0	13.923076923076923	7	53	0	0	4	166	2	147	309	344	73	19	17	73	73	0.272	21.463000000000005	4.265	446	75.5	9.0	5.9	6.83	5.7	5.56	27	5.333333333333333	6.53
102	2136.0	468.0	18.0	26.0	23	63	0	4	22	206	8	185	384	431	99	29	23	83	83	0.28600000000000003	14.836000000000004	2.877	542	59.98	12.8	11.8	7.72	13.5	6.56	38	11.6	13.04
103	2251.0	446.0	21.0	21.238095238095237	25	80	0	3	19	192	12	164	343	396	93	24	25	98	98	0.827	16.866	3.307	570	69.01	10.8	8.4	8.7	9.9	5.84	32	11.0	8.84
104	2848.0	622.0	34.0	18.294117647058822	20	65	0	2	18	248	6	215	490	577	144	35	36	115	115	0.714	28.634	4.653	694	77.37	10.1	7.2	6.73	8.5	5.47	30	14.5	8.72
105	2111.0	422.0	30.0	14.066666666666666	29	91	0	0	12	157	13	224	391	415	91	27	21	79	79	1.316	24.902999999999995	3.781	556	66.84	11.6	7.1	8.98	7.9	7.16	66	7.625	9.04
106	3664.0	724.0	52.0	13.923076923076923	41	136	0	4	25	275	23	271	574	653	183	40	35	128	128	0.666	45.95799999999999	5.375999999999999	936	67.15	10.2	7.0	8.86	7.5	6.21	78	10.333333333333334	6.88
107	1974.0	426.0	21.0	20.285714285714285	31	48	0	2	21	171	4	198	387	416	95	25	34	76	76	0.418	19.703	0.879	483	78.28	10.0	6.9	7.25	8.4	6.4	43	7.2857142857142865	9.4
108	1810.0	393.0	24.0	16.375	11	43	0	0	11	173	7	138	300	352	80	24	26	68	68	0.0	20.559999999999995	3.4400000000000004	448	82.14	8.8	5.4	5.73	5.6	5.26	20	6.375	6.72
109	1271.0	265.0	13.0	20.384615384615383	15	36	1	0	13	102	3	130	239	257	64	24	17	42	42	0.131	9.477	3.392	326	69.92	11.1	8.0	7.07	8.3	5.74	18	8.5	8.81
110	255.0	49.0	3.0	16.333333333333332	5	8	0	0	4	15	1	34	44	47	14	4	4	7	7	0.189	2.811	0.0	62	58.28	9.7	8.4	12.46	11.2	7.93	9	6.833333333333333	8.28
111	2260.0	464.0	29.0	16.0	23	76	2	0	7	178	4	226	420	456	117	23	23	88	88	2.7279999999999998	21.945999999999998	4.3260000000000005	578	72.46	10.6	7.1	7.89	7.8	6.58	56	10.5	8.43
112	1829.0	374.0	28.0	13.357142857142858	28	53	0	0	8	144	3	172	316	359	93	21	25	72	72	0.397	24.372999999999998	3.2299999999999995	448	76.11	8.7	5.6	7.58	6.2	6.07	38	7.2857142857142865	6.55
113	2322.0	458.0	24.0	19.083333333333332	20	81	0	0	18	193	4	195	398	440	106	23	25	85	85	0.42	20.509	3.0709999999999997	595	62.68	11.7	8.7	8.99	9.2	6.42	50	7.0	8.96
114	2558.0	595.0	29.0	20.517241379310345	44	47	3	2	9	235	2	217	484	556	123	34	44	107	107	0.917	22.555	5.529999999999999	634	81.87	9.2	7.6	5.4	9.1	5.96	38	6.0	9.95
115	319.0	60.0	4.0	15.0	2	11	0	0	3	23	0	47	57	57	15	4	5	11	11	0.097	3.6500000000000004	0.253	84	17.68	0.0	24.0	12.09	28.8	8.95	9	37.5	27.24
116	1755.0	369.0	25.0	14.76	14	50	0	1	17	147	2	158	302	336	71	28	25	66	66	0.148	18.968999999999998	5.883	429	83.86	9.2	4.7	7.0	6.1	5.46	24	7.0	6.37
117	2631.0	544.0	28.0	19.428571428571427	17	94	0	0	30	174	11	231	453	519	180	41	25	70	70	0.065	23.548000000000002	4.3870000000000005	677	51.48	12.2	11.0	10.62	12.3	7.31	74	10.666666666666666	10.65
118	2581.0	596.0	37.0	16.10810810810811	41	57	0	6	38	224	5	270	534	579	115	36	27	114	114	1.4629999999999999	31.393000000000004	4.143999999999999	623	83.56	8.4	4.9	5.61	5.5	6.04	54	7.428571428571429	6.72
119	1936.0	409.0	20.0	20.45	24	61	2	1	5	170	0	165	337	391	78	27	22	74	74	0.065	16.261	3.6749999999999994	474	76.96	9.0	7.4	6.38	8.1	5.62	24	7.0	8.48
120	1897.0	428.0	17.0	25.176470588235293	37	29	6	1	11	164	3	176	363	413	111	30	22	76	76	0.41500000000000004	13.272000000000002	3.3129999999999993	460	65.69	9.1	11.7	6.45	13.5	6.53	32	13.75	13.15
121	2981.0	596.0	29.0	20.551724137931036	18	98	1	2	17	248	9	226	512	575	154	38	40	104	104	3.9530000000000007	23.477000000000004	1.57	734	69.11	10.8	8.3	8.7	9.7	6.06	50	6.75	9.18
122	2267.0	459.0	29.0	15.827586206896552	19	76	0	0	11	183	5	199	387	430	99	28	23	89	89	0.531	25.849000000000004	2.62	596	65.01	11.1	7.8	7.65	7.2	6.02	43	7.375	7.83
123	1356.0	288.0	9.0	32.0	13	41	0	0	1	150	2	113	239	270	53	16	11	56	56	0.024	7.738999999999999	1.237	357	66.1	11.0	11.6	6.05	12.4	6.47	23	14.0	13.15
124	886.0	178.0	1.0	178.0	4	26	0	1	0	90	4	87	159	172	32	11	10	48	48	0.048	0.823	0.129	239	-89.24	0.0	69.2	7.45	85.2	14.21	21	57.0	71.37
125	1500.0	294.0	10.0	29.4	19	45	0	0	1	139	7	151	269	286	65	16	16	58	58	0.8740000000000001	8.091	1.036	383	59.98	12.5	11.8	8.01	13.1	6.72	30	15.5	12.91
